what, when, with, where, why
Incorporating threshold theory into the cultural consensus theory for ordinal categorical data: A simulation study, 2020, The 8th Annual Academic Conference on Psychology in NTU, Taiwan (R.O.C.), Received the 3rd Outstanding Poster Award, , 
Incorporating threshold theory into the cultural consensus theory for ordinal categorical data: A simulation study, 2020, The 8th Annual Academic Conference on Psychology in NTU, Taiwan (R.O.C.), Poster: https://xup6y3ul6.github.io/GCLKmodel_poster/poster.pdf, , 
