with, when, what, where, why
"Lin, T.-Y. \textnormal{\& Hsu, Y.-F. (2020) \textit{Incorporating threshold theory into the cultural consensus theory for ordinal categorical data: A simulation study}}", 2020, The 8th Annual Academic Conference on Psychology at NTU, "Taipei, Taiwan", Received the 3rd Outstanding Poster Award, 
"Lin, T.-Y. \textnormal{\& Hsu, Y.-F. (2020) \textit{Incorporating threshold theory into the cultural consensus theory for ordinal categorical data: A simulation study}}", 2020, The 8th Annual Academic Conference on Psychology at NTU, "Taipei, Taiwan", Poster: \url{https://xup6y3ul6.github.io/GCLKmodel_poster/poster.pdf},
